id,question,cot,answer,unit,cot_final_value,answer_value,cot_final_unit,answer_unit,value_match,unit_match,match
CH078,"Calculate the required capacitance C for resonance at f = 75 Hz, with an inductor L = 0.8 H.","Step 1: Identify the given values from the question: frequency f = 75 Hz and inductance L = 0.8 H.
Step 2: Recall the formula for the resonant frequency (f) of an LC circuit: f = 1 / (2π√LC).
Step 3: Rearrange the formula to solve for the capacitance (C): C = 1 / (4π²Lf²).
Step 4: Substitute the given values into the formula: C = 1 / (4π² × 0.8 × 75²) = 5.63 μF.",5.63,μF,5.63,5.63,C,μF,True,False,False
CH079,What inductance L is required for a circuit with C=30 μF to resonate at 120 Hz?,"Step 1: Identify the given values from the question: the capacitance C = 30 μF and the resonant frequency f = 120 Hz.
Step 2: Convert the capacitance to SI units: C = 30 × 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency (f) of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for the inductance L: L = 1 / (4π²f²C) = 1 / (4π² × 120² × 30 × 10⁻⁶) = 58.63 mH.",58.63,mH,58.63,58.63,F,mH,True,False,False
CH080,An inductor with L=0.25 H is used. What capacitance is required to achieve resonance at f=90 Hz?,"Step 1: Identify the given values from the question: Inductance L = 0.25 H and resonance frequency f = 90 Hz.
Step 2: Recall the formula for the resonance frequency in an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²f²L).
Step 4: Substitute the given values into the formula: C = 1 / (4π² × 90² × 0.25) = 12.51 μF.",12.51,μF,12.51,12.51,C,μF,True,False,False
CH081,"Given a 4 μF capacitor, what inductance (L) is needed for resonance at 100 Hz?","Step 1: Identify the given values from the question: Capacitance (C) = 4 μF and resonant frequency (f) = 100 Hz.
Step 2: Convert the capacitance to Farads: C = 4 × 10⁻⁶ F.
Step 3: Use the formula for resonant frequency in an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance (L): L = 1 / ((2πf)²C) = 1 / ( (2π × 100)² × 4.0 × 10⁻⁶) = 633.26 mH.",633.26,mH,633.26,633.26,F,mH,True,False,False
CH082,"1. **""If L = 0.1 H, what capacitance C should be chosen to achieve resonance at f = 400 Hz?""**
2. **""Given L = 0.1 H, what value of capacitor C is needed to resonate at f = 400 Hz?""**
3. **""What capacitance C is required for resonance at f = 400 Hz, given an inductance L = 0.1 H?""**","Step 1: The given values are inductance L = 0.1 H and resonance frequency f = 400 Hz. The goal is to find the capacitance C.
Step 2: The formula for the resonance frequency (f) in an LC circuit is f = 1 / (2π√(LC)).
Step 3: To solve for C, rearrange the formula: square both sides to get f² = 1 / (4π²LC), then isolate C to get C = 1 / (4π²Lf²).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 0.1 × 400²) = 1.58 μF.",1.58,μF,1.58,1.58,C,μF,True,False,False
CH083,What inductor should be chosen to resonate with an 8 μF capacitor at a frequency of 60 Hz?,"Step 1: Identify the given values from the question: the capacitance C = 8 μF and the resonant frequency f = 60 Hz.
Step 2: Convert the capacitance to Farads: C = 8 × 10⁻⁶ F.
Step 3: Use the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance (L): L = 1 / ((2πf)²C) = 1 / ((2π × 60)² × 8 × 10⁻⁶) = 879.52 mH.",879.52,mH,879.52,879.52,F,mH,True,False,False
CH084,"Given a capacitor C = 5 μF, and the circuit needs to resonate at f = 500 Hz, what is the required inductance L?","Step 1: Identify the given values: capacitance C = 5 μF and resonant frequency f = 500 Hz.
Step 2: Convert the capacitance to Farads: C = 5 μF = 5 × 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency (f) of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for the inductance (L): L = 1 / (4π²f²C) = 1 / (4π² × 500² × 5 × 10⁻⁶) = 20.26 mH.",20.26,mH,20.26,20.26,F,mH,True,False,False
CH085,"A circuit needs to resonate at 1000 Hz. Given an inductor L=0.005 H, what capacitance C is needed?","Step 1: Identify the given values: resonance frequency (f) = 1000 Hz and inductance (L) = 0.005 H.
Step 2: Recall the formula for the resonance frequency (f) in an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance (C): C = 1 / ((2πf)²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / ((2π × 1000)² × 0.005) = 5.07 μF.",5.07,μF,5.07,5.07,C,μF,True,False,False
CH086,"If a capacitor C = 2 μF resonates at 200 Hz, what is the inductance L?","Step 1: Identify the given values: capacitance C = 2 μF and resonant frequency f = 200 Hz.
Step 2: Convert the capacitance to Farads: C = 2 × 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = 1 / (4π²f²C) = 1 / (4π² × 200² × 2 × 10⁻⁶) = 316.63 mH.",316.63,mH,316.63,316.63,F,mH,True,False,False
CH087,"Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz?","Step 1: Identify the given values from the question: Inductance L = 0.03 H and resonant frequency f = 800 Hz.
Step 2: Recall the formula for resonant frequency in an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / ((2πf)²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / ((2π × 800)² × 0.03) = 1.32 μF.",1.32,μF,1.32,1.32,C,μF,True,False,False
CH088,An inductor has L=1.2 H. What capacitor value is needed to achieve resonance at 40 Hz?,"Step 1: Identify the given values from the question: Inductance L = 1.2 H and resonant frequency f = 40 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²Lf²).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 1.2 × 40²) = 13.19 μF.",13.19,μF,13.19,13.19,C,μF,True,False,False
CH089,"An electrical circuit is to resonate at 60 Hz. Given a capacitance C = 100 μF, what inductance L is required?","Step 1: Identify the given values: capacitance C = 100 μF and resonant frequency f = 200 Hz.
Step 2: Convert the capacitance to Farads: C = 100 × 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = 1 / (4π²f²C) = 1 / (4π² × 60² × 100 × 10⁻⁶) = 70.36 mH.",70.36,mH,70.36,70.36,F,mH,True,False,False
CH090,A capacitor C = 0.5 μF resonates at 1000 Hz. What is the inductance L?,"Step 1: The given capacitance is C = 0.5 μF and the resonance frequency is f = 1000 Hz.
Step 2: The formula for the resonance frequency of an LC circuit is f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for inductance L: L = 1 / (4π²f²C).
Step 4: Convert the capacitance to Farads: C = 0.5 × 10⁻⁶ F and solve: L = 1 / (4π² × 1000² × 0.5 × 10⁻⁶) = 50.66 mH.",50.66,mH,50.66,50.66,F,mH,True,False,False
CH091,Determine the capacitance C required for resonance with an inductor of L=0.6 H at a frequency of f=30 Hz.,"Step 1: Identify the given values from the question: Inductance (L) = 0.6 H and Resonant frequency (f) = 30 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance (C): C = 1 / ((2πf)²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / ((2π × 30)² × 0.6) = 46.9 μF.",46.9,μF,46.9,46.9,C,μF,True,False,False
CH092,An inductor has L = 0.07 H. What capacitance C is needed for it to resonate at 350 Hz?,"Step 1: Identify the given values from the question: Inductance L = 0.07 H and resonant frequency f = 350 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 350² × 0.07) = 2.95 μF.",2.96,μF,2.95,2.96,C,μF,False,False,False
CH093,A circuit has a capacitance C = 1 μF and resonates at a frequency of 500 Hz. What is the inductance (L)?,"Step 1: Identify the given values: Capacitance (C) = 1 μF and resonance frequency (f) = 500 Hz. The unknown is inductance (L).
Step 2: Convert the capacitance to Farads: C = 1 × 10⁻⁶ F.
Step 3: Recall the formula for the resonance frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance (L): L = 1 / (4π²f²C) = 1 / (4π² × 500² × 1 × 10⁻⁶) = 0.101 H.",0.101,H,0.101,0.101,F,H,True,False,False
CH094,"What inductance L is required for a circuit to resonate at f=250 Hz, given a 10 μF capacitor?","Step 1: Identify the given values from the question: resonant frequency f = 250 Hz and capacitance C = 10 μF.
Step 2: Convert the capacitance to Farads: C = 10 × 10⁻⁶ F.
Step 3: State the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = 1 / (4π²f²C) = 1 / (4π² × 250² × 10 × 10⁻⁶) = 0.0405 H.",0.0405,H,0.0405,0.0405,F,H,True,False,False
CH095,What inductor L should be chosen to resonate with a capacitor C = 0.1 μF at 1500 Hz?,"Step 1: Identify the given values from the question: capacitance C = 0.1 μF and resonant frequency f = 1500 Hz.
Step 2: Convert the capacitance to Farads: C = 0.1 × 10⁻⁶ F.
Step 3: State the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = L = 1 / (4π²f²C) = 1 / (4π² × 1500² × 0.1 × 10⁻⁶) = 0.1126 H.",0.1126,H,0.1126,0.1126,F,H,True,False,False
CH096,An LC circuit has an inductance L = 0.02 H and resonates at a frequency f = 1200 Hz. What is the capacitance C?,"Step 1: Identify the given values: inductance L = 0.02 H and resonance frequency f = 1200 Hz.
Step 2: Recall the formula for the resonance frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 1200² × 0.02) = 0.88 μF.",0.88,μF,0.88,0.88,C,μF,True,False,False
CH097,What capacitance C is needed to achieve resonance at 1000 Hz with an inductor L = 0.025 H?,"Step 1: Identify the given resonance frequency, f = 1000 Hz.
Step 2: Identify the given inductance, L = 0.025 H.
Step 3: Recall the formula for the resonance frequency in an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for capacitance (C): C = 1 / (4π²f²L) = 1 / (4π² × 1000² × 0.025) = 1.01 μF.",1.01,μF,1.01,1.01,C,μF,True,False,False
CH098,"Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz?","Step 1: Identify the given inductance L = 0.005 H and the desired resonance frequency f = 2000 Hz.
Step 2: Recall the formula for the resonance frequency (f) of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance (C): C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 2000² × 0.005) = 1.27 μF.",1.27,μF,1.27,1.27,C,μF,True,False,False
CH099,An inductor L = 0.08 H resonates at f = 250 Hz. What is the capacitance C?,"Step 1: Identify the given values from the question: Inductance L = 0.08 H and resonant frequency f = 250 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: Square both sides to get f² = 1 / (4π²LC), then solve for C to get C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 250² × 0.08) = 5.07 μF.",5.07,μF,5.07,5.07,C,μF,True,False,False
CH100,An electrical circuit needs to resonate at f=50 Hz. The capacitor C=200 μF. What inductor L should be chosen?,"Step 1: Identify the given resonant frequency f = 50 Hz and capacitance C = 200 μF.
Step 2: Note the formula for the resonant frequency of an LC circuit: `f = 1 / (2π√(LC))`.
Step 3: Rearrange the formula to solve for inductance (L): `L = 1 / (4π²f²C)`.
Step 4: Convert the capacitance to Farads: `C = 200 μF = 200 × 10⁻⁶ F` and solve: L = 1 / (4π² × 50² × 200 × 10⁻⁶) = 0.05 H.",0.05,H,0.05,0.05,F,H,True,False,False
CH141,"An AC series circuit consists of a pure resistor R, a capacitor C, and an inductor L with internal resistance r. An AC voltage of 120V – 50Hz is applied across the entire circuit. The RMS voltage across the R-C series combination and the RMS voltage across the C-Lr series combination are both 90 V. Furthermore, the circuit is currently in electrical resonance. What is the RMS voltage across the capacitor?","Step 1: At electrical resonance in a series AC circuit, the inductive reactance equals the capacitive reactance, meaning the voltage across the pure inductor (U_L) is equal to the voltage across the capacitor (U_C). So, U_L = U_C.
Step 2: The RMS voltage across the C-Lr combination (U_CLr) is given by U_CLr = √((U_L - U_C)² + U_r²). Given U_CLr = 90 V, and knowing U_L = U_C from Step 1, this simplifies to 90 V = √(0² + U_r²), which means U_r = 90 V.
Step 3: The total RMS voltage across the entire circuit (U_total) is given by U_total = √((U_R + U_r)² + (U_L - U_C)²). Given U_total = 120 V, and knowing U_L = U_C from Step 1, this simplifies to 120 = √((U_R + U_r)²), which means 120 = U_R + U_r. Substituting U_r = 90 V from Step 2, we get 120 = U_R + 90, so U_R = 30 V.
Step 4: The RMS voltage across the R-C series combination (U_RC) is given by U_RC = √(U_R² + U_C²). Given U_RC = 90 V, and knowing U_R = 30 V from Step 3, we can write 90 V = √((30)² + U_C²). Squaring both sides yields 90² = 30² + U_C², so 8100 V² = 900² + U_C². Therefore, U_C² = 7200², and U_C = √7200 V = 60√2 V.",84.85,V,2.0,84.85,V,V,False,True,False
CH147,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the angular frequency ω of the source.","Step 1: The general form of instantaneous voltage in an AC circuit is u = U₀ cos(ωt + φ), where ω is the angular frequency.
Step 2: Compare the given voltage equation, u = 200√2 cos 100πt (V), with the general form.
Step 3: From the comparison, the angular frequency ω is 100π rad/s.",100π,rad/s,100.0,100.0,s,rad/s,True,False,False
CH150,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the total impedance Z of the circuit.","Step 1: Identify the angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt (V). Comparing this to u = U_max cos(ωt), we find ω = 100π rad/s.
Step 2: Calculate the inductive reactance (ZL) using the formula ZL = ωL. Substitute the given values R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F: XL = (100π) × (1/π) = 100 Ω.
Step 3: Calculate the capacitive reactance (ZC) using the formula ZC = 1/(ωC). Substitute the values: ZC = 1 / (100π × 10⁻⁴/(2π)) = 1 / (100 × 10⁻⁴ / 2) = 1 / (0.01 / 2) = 1 / 0.005 = 200 Ω.
Step 4: Calculate the total impedance (Z) for a series RLC circuit using the formula Z = √(R² + (ZL - ZC)²) = √(100² + 100V) = 141.1 Ω.",141.4,Ω,141.1,141.4,Ω,Ω,False,True,False
CH151,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS (or effective) current I in the circuit.","Step 1: Identify the peak voltage (U_max) and angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt.We have U_rms = 200
Step 2: Calculate the inductive reactance Z_L using Z_L = ωL = 100 Ω.
Step 3: Calculate the capacitive reactance Z_C using Z_C = 1/(ωC) = 200 Ω.
Step 4: Calculate the total impedance Z of the series RLC circuit using Z = √(R² + (Z_L - Z_C)²) = 100√2. Solve I = U_rms / Z = 1.41 A.",1.414,A,1.41,1.414,A,A,False,True,False
CH152,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the power factor cosφ.","Step 1: Identify the angular frequency (ω) from the given voltage equation.
Step 2: Calculate the inductive reactance (ZL) using the formula ZL = ωL = 100 Ω.
Step 3: Calculate the capacitive reactance (ZC) using the formula ZC = 1/(ωC) = 200 Ω.
Step 4: Calculate the total impedance (Z) of the series RLC circuit using the formula Z = √(R² + (XL - XC)²). Solve cosφ = R / Z = 0.707",0.707,-,0.707,0.707,Ω,-,True,False,False
CH176,What is the power factor (cosφ) of a series RLC circuit at resonance?,"Step 1: Identify the condition for a series RLC circuit at resonance.
Step 2: At resonance, the inductive reactance (Z_L) equals the capacitive reactance (Z_C).
Step 3: This equality means the net reactive impedance (Z_L - Z_C) is zero.
Step 4: The total impedance (Z) of the circuit becomes purely resistive, equal to R (Z = R). Then, cosφ = R/R = 1.",1,-,1.0,1.0,,-,True,False,False
CH177,What is the power factor (cosφ) of a series RLC resonant circuit?,"Step 1: The circuit described is a series RLC resonant circuit.
Step 2: At resonance in a series RLC circuit, the inductive reactance (XL) is equal to the capacitive reactance (XC).
Step 3: This equality means that the net reactive component of the impedance is zero (XL - XC = 0).
Step 4: Therefore, at resonance, the total impedance (Z) of the series RLC circuit is purely resistive, equal to the resistance (R). Then, cosφ = R/R = 1.",1,-,1.0,1.0,,-,True,False,False
CH178,"""Calculate the power factor (cosφ) of an RLC circuit when Z = R (at resonance).","Step 1: The power factor (cosφ) in an AC circuit is defined as the ratio of resistance (R) to total impedance (Z), so cosφ = R/Z.
Step 2: The question specifies the condition ""at resonance,"" where the total impedance (Z) is equal to the resistance (R).
Step 3: Substitute the condition Z = R into the power factor formula.
Step 4: cosφ = R/R = 1.",1,-,1.0,1.0,,-,True,False,False
CH179,"When resonance occurs (φ = 0), what is cosφ?","Step 1: The question states that resonance occurs when the phase angle φ = 0.
Step 2: We need to find the value of cosφ under this condition.
Step 3: Substitute the given value of φ into the cosine function.
Step 4: cos(0) = 1.",1,-,1.0,1.0,,-,True,False,False
CH180,What value does cosφ reach in the case of resonance?,"Step 1: The question asks for the value of cosφ at resonance.
Step 2: In an AC circuit, resonance occurs when the inductive reactance (ZL) equals the capacitive reactance (ZC).
Step 3: The phase angle (φ) of an AC circuit is given by tanφ = (ZL - ZC) / R.
Step 4: At resonance, ZL - ZC = 0, so tanφ = 0. This means φ = 0° (the current and voltage are in phase). Therefore, cosφ = cos(0°) = 1.",1,-,1.0,1.0,,-,True,False,False
CH186,"Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 18 Ω and the capacitive reactance X_C = 72 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","Step 1: The inductive reactance at angular frequency ω0 is X_L = ω0 × L = 18 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is X_C = 1 / (ω0 × C) = 72 Ω.
Step 3: For the circuit to resonate, the inductive reactance must equal the capacitive reactance, meaning ω_res × L = 1 / (ω_res × C), where ω_res is the resonance angular frequency.
Step 4: From Step 1, L = 18 / ω0. From Step 2, C = 1 / (72 × ω0).Then, angular frequency must be multiplied by 2",2.0,-,2.0,2.0,C,-,True,False,False
CH187,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 25 Ω, and the capacitor has a capacitive reactance of 225 Ω. By what factor of ω0 should the angular frequency be changed to achieve resonance?","Step 1: Identify the given inductive and capacitive reactances at angular frequency ω0: X_L(ω0) = 25 Ω and X_C(ω0) = 225 Ω.
Step 2: Recall that inductive reactance is proportional to angular frequency, so at kω0, X_L' = k × 25 Ω.
Step 3: Recall that capacitive reactance is inversely proportional to angular frequency, so at kω0, X_C' = 225 Ω / k.
Step 4: At resonance X_L' = X_C', so 25k = 225/k. Therefore k^2 = 225/25 = 9, and k = 3.0.",3,-,3.0,3.0,Ω,-,True,False,False
CH188,"For a series RLC circuit with fixed components, when the angular frequency of the current is ω0, X_L = 30 Ω and X_C = 75 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?","Step 1: Write the expressions for inductive and capacitive reactances at angular frequency ω0 using the given values.
Step 2: Express the inductance L and capacitance C in terms of ω0.
Step 3: State the condition for resonance in a series RLC circuit, where the inductive reactance equals the capacitive reactance.
Step 4: Substitute the expressions for L and C into the resonance condition to find the resonance angular frequency ω_res in terms of ω0. Then, angular frequency must be multiplied by 1.581",1.581,-,1.581,1.581,C,-,True,False,False
CH189,"A series RLC circuit has constant component values. At ω0, the inductive reactance of the inductor is 35 Ω, and the capacitive reactance of the capacitor is 140 Ω. By what factor must ω be changed relative to ω0 for the circuit to reach resonance?","Step 1: The inductive reactance at angular frequency ω0 is ZL = ω0 L = 35 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is ZC = 1 / (ω0 C) = 140 Ω.
Step 3: For a series RLC circuit to be at resonance, the inductive reactance must equal the capacitive reactance, so at the resonant angular frequency ω_res, we have ω_res L = 1 / (ω_res C).
Step 4: From Step 1, L = 35 / ω0. From Step 2, C = 1 / (140 ω0). Then, angular frequency must be multiplied by 2",2.0,-,2.0,2.0,C,-,True,False,False
CH190,"Consider a series RLC circuit. At the initial angular frequency ω0, XL = 45 Ω and XC = 405 Ω. The new angular frequency is set to k×ω0. What is the value of k for the circuit to resonate?","Step 1: The initial inductive reactance is XL = 45 Ω and the initial capacitive reactance is XC = 405 Ω at an angular frequency ω0.
Step 2: Inductive reactance is XL = ω0 L, so L = XL / ω0.
Step 3: Capacitive reactance is XC = 1 / (ω0 C), so C = 1 / (ω0 XC).
Step 4: For the circuit to resonate at the new angular frequency ω_new = k×ω0, the inductive reactance must equal the capacitive reactance. Then, angular frequency must be multiplied by 3",3.0,-,3.0,3.0,C,-,True,False,False
CH191,"Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance XL = 50 Ω and the capacitive reactance XC = 200 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","Step 1: The inductive reactance (XL) is given by XL = ωL, and the capacitive reactance (XC) is given by XC = 1/(ωC).
Step 2: At the initial angular frequency ω₀, we are given XL = 50 Ω and XC = 200 Ω. Therefore, ω₀L = 50 Ω and 1/(ω₀C) = 200 Ω.
Step 3: Divide the eXpression for ω₀L by the eXpression for 1/(ω₀C): (ω₀L) / (1/(ω₀C)) = 50 / 200. This simplifies to ω₀²LC = 1/4.
Step 4: For resonance in a series RLC circuit, the inductive reactance must equal the capacitive reactance. If the resonant angular frequency is ω_res, then ω_res L = 1/(ω_res C). This condition implies ω_res²LC = 1. Then, angular frequency must be multiplied by 2.",2.0,-,2.0,2.0,C,-,True,False,False
CH192,"In a series RLC circuit, at ω₀, the inductor has an inductive reactance of 60 Ω and the capacitor has a capacitive reactance of 135 Ω. To what multiple of ω₀ must the angular frequency be changed to achieve resonance?","Step 1: Identify the given inductive reactance (XL₀) and capacitive reactance (XC₀) at angular frequency ω₀.
Step 2: Recall that for an inductor, XL = ωL, and for a capacitor, XC = 1/(ωC).
Step 3: Define the resonance condition as XL = XC. Let the angular frequency at resonance be ω_res.
Step 4: Express the relationship between reactances at ω₀ and at ω_res. If ω_res = kω₀, then XL_res = k × XL₀ and XC_res = (1/k) × XC₀. Then, angular frequency must be multiplied by 1.5.",1.5,-,1.5,1.5,,-,True,False,False
CH193,"In a series RLC circuit with constant components, when the angular frequency is ω0, XL = 24 Ω and XC = 216 Ω. By what factor must the angular frequency be multiplied relative to ω0 for resonance to occur?","Step 1: Write down the given expressions for inductive and capacitive reactance at angular frequency ω0.
Step 2: Express the inductance L and capacitance C in terms of ω0 and the given reactances.
Step 3: State the condition for resonance, which is XL = XC, and the formula for the resonant angular frequency, ω_res.
Step 4: Substitute the expressions for L and C into the formula for ω_res. Then, angular frequency must be multiplied by 3.",3.0,-,3.0,3.0,C,-,True,False,False
CH194,"A series RLC circuit has constant component values. At an angular frequency ω0, the inductive reactance (XL) is 55 Ω, and the capacitive reactance (XC) is 110 Ω. By what factor of ω0 should ω be changed to bring the circuit into resonance?","Step 1: Identify the given inductive and capacitive reactances at angular frequency ω0.
Step 2: Express the reactances in terms of ω0, inductance (L), and capacitance (C): XL = ω0L = 55 Ω and XC = 1/(ω0C) = 110 Ω.
Step 3: Multiply XL and XC to find a relationship involving L, C, and ω0: (ω0L) × (1/(ω0C)) = 55 × 110.
Step 4: Simplify the product: L/C = 6050. Then, angular frequency must be multiplied by 1.414.",1.414,-,1.414,1.414,C,-,True,False,False
CH195,"Consider a series RLC circuit. At the initial angular frequency ω0, X_L = 80 Ω and X_C = 20 Ω. A new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","Step 1: Note the given initial reactances at angular frequency ω0: X_L = 80 Ω and X_C = 20 Ω.
Step 2: Recall the formulas for inductive and capacitive reactances: X_L = ωL and X_C = 1/(ωC).
Step 3: From the initial conditions, we can write: ω0 × L = 80 (Equation 1) and 1/(ω0 × C) = 20 (Equation 2).
Step 4: For the circuit to resonate, the inductive reactance must equal the capacitive reactance at the new angular frequency ω_res = k×ω0. Then, angular frequency must be multiplied by 0.5",0.5,-,0.5,0.5,C,-,True,False,False
CH196,"Consider a series RLC circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 90 Ω and the capacitive reactance X_C = 30 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","Step 1: The inductive reactance at angular frequency ω0 is given by X_L = ω0 × L = 90 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is given by X_C = 1 / (ω0 × C) = 30 Ω.
Step 3: For the circuit to resonate, the inductive reactance must equal the capacitive reactance (X_L_res = X_C_res) at the resonant angular frequency ω_res.
Step 4: From Step 1, L = 90 / ω0. From Step 2, C = 1 / (30 × ω0). Then, angular frequency must be multiplied by 0.577.",0.577,-,0.577,0.577,C,-,True,False,False
CH197,"In a series RLC circuit, at an angular frequency ω0, the inductor has an inductive reactance of 100 Ω, and the capacitor has a capacitive reactance of 25 Ω. By what factor must the angular frequency be changed relative to ω0 to achieve resonance?","Step 1: Identify the given inductive reactance at angular frequency ω₀, X_L₀ = 100 Ω.
Step 2: Identify the given capacitive reactance at angular frequency ω₀, X_C₀ = 25 Ω.
Step 3: Recall the formulas for reactance: X_L = ωL and X_C = 1/(ωC).
Step 4: Express the given reactances in terms of ω₀, L, and C: ω₀L = 100 Ω and 1/(ω₀C) = 25 Ω. Then, angular frequency must be multiplied by 0.5.",0.5,-,0.5,0.5,Ω,-,True,False,False
CH198,"For a series RLC circuit with fixed components, when the angular frequency is ω0, XL = 40 Ω and XC = 40 Ω. By what factor must ω0 be multiplied to achieve resonance?","Step 1: The given inductive reactance at angular frequency ω0 is XL = 40 Ω.
Step 2: The given capacitive reactance at angular frequency ω0 is XC = 40 Ω.
Step 3: For a series RLC circuit to be at resonance, the inductive reactance must equal the capacitive reactance (XL = XC).
Step 4: At the given angular frequency ω0, XL = 40 Ω and XC = 40 Ω, which satisfies the condition XL = XC. Then, angular frequency must be multiplied by 1.",1.0,-,1.0,1.0,Ω,-,True,False,False
CH199,"A series RLC circuit has unchanging component values. At ω0, the inductive reactance of the inductor is 12 Ω, and the capacitive reactance of the capacitor is 108 Ω. By what factor must ω be changed relative to ω0 for the circuit to resonate?","Step 1: In a series RLC circuit, the inductive reactance (XL) and capacitive reactance (XC) are given at angular frequency ω0.
Step 2: At ω0, XL = 12 Ω and XC = 108 Ω. The goal is to find the factor by which ω must change to reach resonance (ω_res).
Step 3: The formulas for reactances are XL = ωL and XC = 1/(ωC).
Step 4: At resonance, the inductive reactance equals the capacitive reactance, so XL_res = XC_res. Then, angular frequency must be multiplied by 3.",3.0,-,3.0,3.0,Ω,-,True,False,False
