id,question,cot,answer,unit
NL101,An 80 μF capacitor is charged to 60 V. Calculate the energy stored (mJ) in the capacitor.,"Step 1: Identify the given values from the question: Capacitance (C) = 80 μF and Voltage (U) = 60 V.
Step 2: Convert the capacitance from microfarads to farads: 80 μF = 80 x 10^-6 F.
Step 3: Recall the formula for the energy (E) stored in a capacitor: E = 1/2 × C × U^2.
Step 4: Substitute the given values into the formula: E = 1/2 × (80 x 10^-6 F) × (60 V)^2 = 0.144 J = 144.00 mJ.",144.00,mJ
NL102,"An inductor has a current of 5 A, and the magnetic field energy is 2 mJ. Calculate the inductance (H).","Step 1: Identify the given values: current I = 5 A and magnetic field energy E = 2 mJ.
Step 2: Convert the magnetic field energy to Joules: E = 2 x 10^-3 J.
Step 3: Recall the formula for magnetic field energy stored in an inductor: E = (1/2) × L × I^2.
Step 4: Rearrange the formula to solve for inductance L: L = (2 × E) / I^2 = 0.00016 H.",0.00016,H
NL103,"A capacitor has an electric field energy of 1.8 mJ when its capacitance is 30 μF. Calculate the voltage across its plates (unit: V, round the result to two decimal places).","Step 1: Identify the given values: energy (E) = 1.8 mJ and capacitance (C) = 30 μF. The unknown is the voltage (U).
Step 2: Convert the given values to standard SI units: E = 1.8 mJ = 1.8 × 10^-3 J and C = 30 μF = 30 × 10^-6 F.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2) × C × U^2.
Step 4: Rearrange the formula to solve for voltage (U): U = √(2 × E / C) = 2√30 V ≈ 10.95 V.",10.95,V
NL104,"An inductor L = 0.6 H has a magnetic field energy of 0.54 mJ. Calculate the instantaneous current (unit: A, round the result to two decimal places).","Step 1: Identify the given values: the inductance L = 0.6 H and the magnetic field energy E = 0.54 mJ.
Step 2: Convert the magnetic field energy to Joules: E = 0.54 × 10⁻³ J.
Step 3: Recall the formula for magnetic energy stored in an inductor: E = (1/2) × L × I², where I is the instantaneous current.
Step 4: Rearrange the formula to solve for the current I: I = sqrt(2 × E / L) ≈ 0.04 A.",0.04,A
NL105,"An ideal LC circuit undergoes simple harmonic oscillation. At the moment the current reaches its maximum, which energy is at its maximum?","Step 1: The question describes an ideal LC circuit, which means energy oscillates between the inductor and the capacitor without loss.
Step 2: In an LC circuit, energy is stored as electric energy in the capacitor E_C = (1/2) × C × U^2 and as magnetic energy in the inductor E_L = (1/2) × L × I^2.
Step 3: The magnetic energy stored in the inductor is directly proportional to the square of the current I^2.
Step 4: Therefore, when the current reaches its maximum value, the magnetic energy stored in the inductor will also be at its maximum.",the magnetic energy stored in the inductor will also be at its maximum,—
NL106,A capacitor has a voltage of 90 V and a stored energy of 3.645 mJ. Calculate the capacitance (μF).,"Step 1: Identify the given values: voltage (U) = 90 V and stored energy (E) = 3.645 mJ.
Step 2: Convert the stored energy from millijoules (mJ) to joules (J): E = 3.645 x 10⁻³ J.
Step 3: Use the formula for energy stored in a capacitor, E = (1/2)CU², and rearrange it to solve for capacitance (C): C = 2E / U².
Step 4: Substitute the given values into the formula: C = (2 × 3.645 x 10⁻³ J) / (90 V)², which calculates to C = 9 x 10⁻⁷ F = 0.90 μF.",0.90,μF
NL107,An inductor has an inductance of 0.25 H and a current of 1.6 A. Calculate the magnetic field energy (mJ).,"Step 1: The inductance (L) of the inductor is given as 0.25 H.
Step 2: The current (I) flowing through the inductor is given as 1.6 A.
Step 3: The formula for the magnetic field energy (E) stored in an inductor is E = (1/2) × L × I^2.
Step 4: Substitute the given values into the formula: E = (1/2) × (0.25 H) × (1.6 A)^2 = 0.32 J = 320.00 mJ.",320.00,mJ
NL108,A capacitor has a capacitance of 12 μF and a voltage of 70 V. Calculate the stored electric field energy (mJ).,"Step 1: Identify the given capacitance C = 12 μF and convert to Farads: C = 12 x 10^-6 F.
Step 2: Identify the given voltage U = 70 V.
Step 3: Recall the formula for stored electric field energy (E) in a capacitor: E = (1/2) × C × U^2.
Step 4: Substitute the values into the formula: E = (1/2) × (12 x 10^-6 F) × (70 V)^2 = 0.0294 J = 29.40 mJ.",29.40,mJ
NL109,A capacitor has a stored energy of 1 mJ when the voltage across it is 20 V. Calculate its capacitance (μF).,"Step 1: Identify the given values: voltage (U) = 20 V and stored energy (E) = 1 mJ.
Step 2: Convert the stored energy from millijoules (mJ) to joules (J): E = 1 x 10⁻³ J.
Step 3: Use the formula for energy stored in a capacitor, E = (1/2)CU², and rearrange it to solve for capacitance (C): C = 2E / U².
Step 4: Substitute the given values into the formula: C = (2 × 1 x 10⁻³ J) / (20 V)², which calculates to C = 5 x 10⁻⁶ F = 5.00 μF.",5.00,μF
NL110,"An inductor has a current of 2.5 A, and its magnetic field energy is 6.25 mJ. Calculate its inductance L (H).","Step 1: Identify the given values: current I = 2.5 A and magnetic field energy E = 6.25 mJ.
Step 2: Convert the magnetic field energy from millijoules to joules: E = 6.25 x 10^-3 J.
Step 3: Recall the formula for the magnetic energy stored in an inductor: E = (1/2) × L × I^2.
Step 4: Rearrange the formula to solve for the inductance L: L = (2 × E) / I^2 = 0.002 H.",0.002,H
NL111,A capacitor with C = 100 μF is charged to 80 V. Calculate the electric field energy (mJ) stored in the capacitor.,"Step 1: The given capacitance is C = 100 μF and the voltage is U = 80 V.
Step 2: Convert the capacitance to Farads: C = 100 × 10⁻⁶ F. The formula for the electric field energy (E) stored in a capacitor is E = (1/2)CU².
Step 3: Substitute the values into the formula: E = (1/2) × (100 × 10⁻⁶ F) × (80 V)².
Step 4: Calculate the energy: E = (1/2) × (100 × 10⁻⁶) × 6400 = 0.32 J = 320.00 mJ.",320.00,mJ
NL112,"An inductor has L = 0.4 H, the current through it is 3 A. Calculate the magnetic field energy (mJ).","Step 1: Identify the given values from the question.
Step 2: The inductance (L) is 0.4 H and the current (I) is 3 A.
Step 3: The formula for the magnetic field energy (E) stored in an inductor is E = (1/2) × L × I^2.
Step 4: Substitute the given values into the formula: E = (1/2) × (0.4 H) × (3 A)^2 = 1.8 J = 1800.00 mJ.",1800.00,mJ
NL113,A capacitor has an electric field energy of 0.9 mJ and a capacitance of 20 μF. Calculate the potential difference (unit: V) between its two plates (round the result to two decimal places).,"Step 1: The electric field energy stored in the capacitor (E) is 0.9 mJ, which is 0.9 × 10⁻³ J.
Step 2: The capacitance of the capacitor (C) is 20 μF, which is 20 × 10⁻⁶ F.
Step 3: The formula relating energy stored (E), capacitance (C), and potential difference (U) is E = (1/2) × C × U².
Step 4: To find the potential difference (U), we rearrange the formula to U = √(2E / C) = 3√10 V ≈ 9.49 V.",9.49,V
NL114,"An inductor has a magnetic field energy of 1.2 mJ and L = 0.6 H. Calculate the current (unit: A, round the result to two decimal places).","Step 1: Identify the given values from the question: magnetic field energy (E_B) = 1.2 mJ and inductance (L) = 0.6 H.
Step 2: Convert the magnetic field energy to Joules: E_B = 1.2 mJ = 1.2 × 10^-3 J.
Step 3: Recall the formula for the energy stored in an inductor: E_B = (1/2) × L × I^2, where I is the current.
Step 4: Rearrange the formula to solve for the current (I): I = √(2 × E_B / L) = √10 / 50 A ≈ 0.06 A.",0.06,A
NL115,"A capacitor has a voltage of 100 V, and the energy stored in its electric field is 1 mJ. Calculate the capacitance (μF).","Step 1: Identify the given values from the question. The voltage (U) across the capacitor is 100 V, and the energy (E) stored is 1 mJ.
Step 2: Convert the stored energy from millijoules (mJ) to joules (J). 1 mJ = 0.001 J.
Step 3: Recall the formula for the energy stored in a capacitor, which is E = 1/2 × C × U^2, where C is the capacitance.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2 × E / U^2 = 2 × 10^-7 F = 0.20 μF.",0.20,μF
NL116,An inductor has a current of 2.2 A and a magnetic energy of 1.21 mJ. Calculate the inductance (H).,"Step 1: Identify the given values: current (I) = 2.2 A and magnetic energy (E) = 1.21 mJ.
Step 2: Convert the magnetic energy from millijoules to joules: E = 1.21 × 10^-3 J.
Step 3: Recall the formula for the magnetic energy stored in an inductor: E = (1/2) × L × I^2.
Step 4: Rearrange the formula to solve for inductance (L): L = 2 × E / I^2 = 0.0005 H.",0.0005,H
NL117,A capacitor has C = 15 μF and U = 60 V. Calculate the stored electric field energy (mJ).,"Step 1: Identify the given capacitance (C) and voltage (U).
Step 2: The capacitance is C = 15 μF. The voltage is U = 60 V.
Step 3: Convert the capacitance from microfarads (μF) to farads (F): C = 15 × 10⁻⁶ F.
Step 4: Recall the formula for the energy (E) stored in a capacitor: E = (1/2) × C × U² = 0.0027 J = 27.00 mJ.",27.00,mJ
NL118,An inductor has an inductance L = 0.12 H. The current flowing through it is 0.8 A. Calculate the magnetic field energy (mJ).,"Step 1: Identify the given inductance (L) and current (I).
Step 2: The inductance L = 0.12 H.
Step 3: The current I = 0.8 A.
Step 4: The formula for the magnetic field energy (E) stored in an inductor is E = (1/2) × L × I^2 = 0.0384 J = 38.40 mJ.",38.40,mJ
NL119,"An LC circuit is oscillating, and the current is zero. What form of energy is present at this moment?","Step 1: The problem describes an oscillating LC circuit where the current is zero.
Step 2: The energy stored in the inductor (magnetic energy) is given by (1/2) × L × I^2, where I is the current.
Step 3: Since the current (I) is zero at this moment, the magnetic energy stored in the inductor is also zero (1/2) × L × 0^2 = 0.
Step 4: In an ideal LC circuit, the total energy is conserved and oscillates between the inductor and the capacitor. Since the magnetic energy is 0, all the energy is stored in the electric field of the capacitor.",all the energy is stored in the electric field of the capacitor,—
NL120,"An LC circuit is oscillating, and the electric field energy is zero. Calculate the instantaneous current.","Step 1: The total electromagnetic energy W in an ideal oscillating LC circuit is mathematically defined by the conservation of energy equation E = E_C + E_L, where E_C represents the instantaneous electric field energy and E_L represents the instantaneous magnetic field energy.
Step 2: The established physical conditions explicitly define the instantaneous electric field energy as equating strictly to zero, E_C = 0, mathematically yielding the relationship E_L = E.
Step 3: The instantaneous magnetic field energy E_L is defined by the equation E_L = 1/2 × L × i^2, and the constant total energy E is defined by the maximum magnetic field energy E = 1/2 × L × I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents maximum current amplitude.
Step 4: Substituting the mathematical definitions into the energy relationship yields the algebraic equation 1/2 × L × i^2 = 1/2 × L × I_0^2, which mathematically simplifies to i^2 = I_0^2. The final determined result establishes that the instantaneous current is maximum.",maximum,—
NL121,A capacitor with C = 25 μF has a voltage of 120 V across it. Calculate the electric field energy (mJ) in the capacitor.,"Step 1: Identify the given values from the question.
Step 2: The capacitance (C) is 25 μF, which is 25 x 10^-6 F. The voltage (U) across the capacitor is 120 V.
Step 3: The formula for the electric field energy (E) stored in a capacitor is E = (1/2)CU^2.
Step 4: Substitute the given values into the formula: U = (1/2) × (25 x 10^-6 F) × (120 V)^2 = 0.18 J = 180.00 mJ.",180.00,mJ
NL122,An inductor has a current of 2 A and an inductance of 0.3 H. Calculate the magnetic field energy (mJ).,"Step 1: Identify the given values: current (I) = 2 A and inductance (L) = 0.3 H.
Step 2: Recall the formula for the magnetic field energy (E) stored in an inductor: E = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E = (1/2) × (0.3 H) × (2 A)^2.
Step 4: The final calculated value of E: E = 0.6 J = 600.00 mJ.",600.00,mJ
NL123,"A capacitor has an electric field energy of 2.7 mJ and a voltage of 90 V. Calculate the capacitance (unit: μF, round the result to two decimal places).","Step 1: Identify the given electric field energy (E) as 2.7 mJ and the voltage (U) as 90 V.
Step 2: The formula for the energy stored in a capacitor is E = (1/2)CU², where C is the capacitance.
Step 3: Convert the energy from millijoules to joules: E = 2.7 × 10⁻³ J.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² ≈ 0.67 μF.",0.67,μF
NL124,"An inductor with L = 0.5 H has an energy of 0.8 mJ. Calculate the instantaneous current (unit: A, round the result to two decimal places).","Step 1: The given inductance is L = 0.5 H.
Step 2: The given energy stored in the inductor is E = 0.8 mJ, which is 0.8 x 10^-3 J.
Step 3: The formula for the energy stored in an inductor is E = (1/2)LI^2, where I is the instantaneous current.
Step 4: Rearrange the formula to solve for I: I = √(2E / L) = √2 / 25 A ≈ 0.06 A.",0.06,A
NL125,A capacitor has a capacitance of 60 μF and an electric field energy of 1.08 mJ. Calculate the voltage U (V).,"Step 1: Identify the given values: capacitance (C) = 60 μF and electric field energy (E) = 1.08 mJ.
Step 2: Convert the given values to standard SI units: C = 60 × 10⁻⁶ F and E = 1.08 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2) × C × U², where U is the voltage.
Step 4: Rearrange the formula to solve for U: U² = (2 × E) / C, which means U = √((2 × E) / C) = 6.00 V.",6.00,V
NL126,An inductor has a current of 1.5 A and a stored magnetic field energy of 1.0125 mJ. Calculate its inductance (H).,"Step 1: Identify the given values: current (I) = 1.5 A and stored magnetic field energy (E) = 1.0125 mJ.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 1.0125 × 10^-3 J.
Step 3: Recall the formula for energy stored in an inductor: E = (1/2) × L × I^2, where L is the inductance.
Step 4: Rearrange the formula to solve for inductance (L): L = (2 × E) / I^2 = 0.0009 H.",0.0009,H
NL127,"A capacitor has a capacitance of 10 μF. When the voltage (or potential difference) doubles, how many times does the energy increase?","Step 1: The energy stored in a capacitor is given by the formula E = (1/2) × C × U^2, where C is capacitance and U is voltage.
Step 2: Let the initial voltage be U1. The initial energy E1 is (1/2) × C × U1^2.
Step 3: The question states the voltage doubles, so the new voltage U2 = 2 × U1.
Step 4: The new energy E2 is (1/2) × C × (U2)^2 = (1/2) × C × (2 × U1)^2 = (1/2) × C × (4 × U1^2) = 4 × (1/2) × C × U1^2 = 4 × E1. Therefore, the energy increases 4 times.",4,times
NL128,"In an LC circuit, at the moment the energy in the inductor (W_L) is ⅓ of the total energy, what percentage (%) is the energy in the capacitor (W_C) (round the result to the nearest whole number)?","Step 1: In an ideal LC circuit, the total energy (E_total) is conserved and is the sum of the energy in the inductor (W_L) and the energy in the capacitor (W_C).
Step 2: The problem states that the energy in the inductor (W_L) is ⅓ of the total energy (E_total).
Step 3: Using the conservation of energy, the energy in the capacitor (W_C) is E_total - W_L = E_total - ⅓ E_total = ⅔ E_total.
Step 4: To express W_C as a percentage of the total energy, convert the fraction ⅔ to a percentage. ⅔ × 100 % ≈ 67 %.",67,%
NL129,A capacitor has a capacitance of 0.2 μF and a voltage of 400 V. Calculate the electric field energy (mJ).,"Step 1: Identify the given values: Capacitance (C) = 0.2 μF and Voltage (U) = 400 V.
Step 2: Convert the capacitance to Farads: C = 0.2 × 10⁻⁶ F.
Step 3: Recall the formula for the electric field energy (energy stored) in a capacitor: E = (1/2) × C × U².
Step 4: Substitute the given values into the formula: E = (1/2) × (0.2 × 10⁻⁶ F) × (400 V)² = 0.016 J = 16.00 mJ.",16.00,mJ
NL130,An inductor has a magnetic field energy of 2 mJ and a current of 2 A. Calculate the inductance (H).,"Step 1: Identify the given values from the question: magnetic field energy (E_L) = 2 mJ and current (I) = 2 A.
Step 2: Convert the energy to SI units: E_L = 2 × 10^-3 J.
Step 3: Recall the formula for the energy stored in an inductor: E_L = (1/2) × L × I^2, where L is the inductance.
Step 4: Rearrange the formula to solve for inductance L: L = (2 × E_L) / I^2 = 0.001 H.",0.001,H
NL301,A capacitor with a capacitance of 5 µF is charged to a voltage of 200 V. What is the energy (J) stored in the capacitor?,"Step 1: Identify the given capacitance C = 5 µF and voltage U = 200 V.
Step 2: Convert the capacitance from microfarads (µF) to farads (F): C = 5 µF = 5 × 10^-6 F.
Step 3: State the formula for the energy stored in a capacitor (W_C): W_C = (1/2) × C × U^2.
Step 4: Substitute the given values into the formula: W_C = (1/2) × 5 × 10^-6 × 200^2 = 0.1 J.",0.1,J
NL302,The electric field energy in a capacitor is directly proportional to which of the following quantities?,"Step 1: The electric field energy (W_C) stored in a capacitor can be expressed by the formula W_C = (1/2)CU^2, where C is the capacitance and U is the voltage across the capacitor.
Step 2: From this formula, the electric field energy is directly proportional to the square of the voltage (U^2) (when C is constant).",The square of the voltage (U²),-
NL303,What is the formula for the magnetic field energy in a pure inductor?,"Step 1: The question asks for the formula for magnetic field energy in a pure inductor.
Step 2: This is a fundamental formula in electromagnetism.
Step 3: The formula for the magnetic energy (W) stored in an inductor is given by W = (1/2)LI², where L is the inductance and I is the current flowing through the inductor.",W = 1/2 · L · I²,-
NL304,"An inductor has an inductance of 0.2 H, and a current of 3 A flows through it. What is the magnetic field energy (J)?","Step 1: Identify the given inductance (L) and current (I) from the question.
Step 2: Recall the formula for the magnetic energy (W_L) stored in an inductor: W_L = (1/2) × L × I^2.
Step 3: Substitute the given values L = 0.2 H and I = 3 A into the formula.
Step 4: Calculate the result: W_L = (1/2) × 0.2 × 3^2 = 0.9 J.",0.9,J
NL305,What is the shape of the graph representing the energy stored in a capacitor as a function of the voltage U?,"Step 1: The energy stored in a capacitor (W_C) is given by the formula W_C = (1/2)CU^2, where C is the capacitance and U is the voltage.
Step 2: For a given capacitor, the capacitance C is a positive constant, so the energy W_C is directly proportional to the square of the voltage U (W_C ∝ U^2).
Step 3: A graph where one quantity is proportional to the square of another quantity (y ∝ x^2) has the shape of a parabola.
Step 4: Therefore, the graph representing the energy stored in a capacitor as a function of the voltage U is an upward parabola (C > 0).",upward parabola,-
NL306,What is the shape of the graph of magnetic field energy versus current I?,"Step 1: The question asks for the shape of the graph of magnetic field energy versus current I.
Step 2: The magnetic field energy (W_L) stored in an inductor is given by the formula W_L = (1/2) × L × I^2, where L is the inductance (a positive constant for a given inductor) and I is the current.
Step 3: In this formula, W_L is proportional to the square of the current (W_L ∝ I^2).
Step 4: This functional relationship (y = a × x^2, where y=W_L, x=I, and a=(1/2)L > 0) describes an upward parabola.",upward parabola,-
NL307,"When two identical capacitors are connected in series to a voltage source, how does the total stored energy compare to when they are connected in parallel?","Step 1: Let the capacitance of each identical capacitor be C, and the voltage of the source be U.
Step 2: When two identical capacitors are connected in series, their equivalent capacitance C_series is given by 1/C_series = 1/C + 1/C, which simplifies to C_series = C/2.
Step 3: The total energy stored in the series connection, W_series, is (1/2) × C_series × U^2 = (1/2) × (C/2) × U^2 = (1/4) × C × U^2.
Step 4: When two identical capacitors are connected in parallel, their equivalent capacitance C_parallel is given by C_parallel = C + C = 2C.
Step 5: The total energy stored in the parallel connection, W_parallel, is (1/2) × C_parallel × U^2 = (1/2) × (2C) × U^2 = C × U^2.
Step 6: Therefore, the total energy stored in the series connection (W_series) is smaller than the total energy stored in the parallel connection (W_parallel).",less than,-
NL308,When will the magnetic field energy in a coil be zero?,"Step 1: The magnetic field energy (W_L) stored in a coil is given by the formula W_L = (1/2) × L × I^2, where L is the inductance of the coil and I is the current flowing through it.
Step 2: For the magnetic field energy W_L to be zero, one of the terms on the right side of the equation (1/2, L, or I^2) must be zero.
Step 3: The factor (1/2) is a constant and cannot be zero. The inductance (L) is a property of the coil itself and is typically a positive, non-zero value for a physical coil.
Step 4: Therefore, for the energy W_L to be zero, the current (I) flowing through the coil must be zero.",When the current is zero,-
NL309,"When the voltage across the capacitor doubles, how will the electric field energy change?","Step 1: The electric field energy (W_C) stored in a capacitor is given by the formula W_C = (1/2) × C × U^2, where C is the capacitance and U is the voltage across the capacitor.
Step 2: Let the initial voltage across the capacitor be U_initial. The initial stored energy is W_C_initial = (1/2) × C × (U_initial)^2.
Step 3: The question states that the voltage across the capacitor doubles, so the new voltage U_new = 2 × U_initial.
Step 4: Substitute the new voltage into the energy formula to find the new stored energy: W_C_new = (1/2) × C × (U_new)^2 = (1/2) × C × (2 × U_initial)^2 = 4 × (1/2) × C × (U_initial)^2 = 4 × W_C_initial. Therefore, when the voltage across the capacitor doubles, the electric field energy will increase by 4 times.",Increase by 4 times,-
NL310,"In an ideal LC circuit, how does the total energy (electrical and magnetic) vary over time?","Step 1: The question describes an ""ideal LC circuit"".
Step 2: In an ideal circuit, there are no components that dissipate energy, such as resistors.
Step 3: This means that the total energy within the circuit system is conserved.
Step 4: The total energy in an ideal LC circuit, which is the sum of electrical energy stored in the capacitor and magnetic energy stored in the inductor, does not change over time.","Equal, unchanged",J
NL311,How does the energy stored in a capacitor change if the capacitance is doubled and the voltage is kept constant?,"Step 1: The energy (W_C) stored in a capacitor is given by the formula W_C = (1/2) × C × U^2, where C is the capacitance and U is the voltage across the capacitor.
Step 2: Let the initial capacitance be C and the initial voltage be U.
Step 3: The initial energy stored in the capacitor is W_C_initial = (1/2) × C × U^2.
Step 4: According to the question, the capacitance is doubled (C_new = 2C) and the voltage is kept constant (U_new = U).
Step 5: The new energy stored in the capacitor is W_C_new = (1/2) × C_new × U_new^2 = (1/2) × 2C × U^2 = 2 × (1/2) × C × U^2 = 2 × W_C_initial.
Step 6: Therefore, the energy stored in a capacitor is doubled if the capacitance is doubled and the voltage is kept constant.",Increase by 2 times,-
NL312,"In an ideal LC oscillation circuit, when the electric field energy reaches its maximum, what is the value of the magnetic field energy?","Step 1: An ideal LC oscillation circuit conserves total energy, meaning the sum of electric field energy and magnetic field energy is constant.
Step 2: The total energy in the circuit continuously oscillates between being stored in the capacitor as electric field energy and in the inductor as magnetic field energy.
Step 3: When the electric field energy in the capacitor reaches its maximum value, the capacitor is fully charged.
Step 4: At the moment the capacitor is fully charged and its electric field energy is maximum, the rate of change of charge (current) in the circuit must instantaneously be zero as the energy transfer reverses direction.
Step 5: Since the current in the circuit I = 0, the magnetic field energy: W_L = (1/2) × L × I^2 = 0.",0,J
NL313,A coil has an inductance of 0.1 H. What current (A) is required to store 0.2 J of magnetic energy?,"Step 1: Identify the given inductance (L) and magnetic energy (W_L).
Step 2: State the formula for magnetic energy stored in an inductor: W_L = (1/2) × L × I^2.
Step 3: Rearrange the formula to solve for the current (I): I = √(2 × W_L / L).
Step 4: Substitute the given values: L = 0.1 H and W_L = 0.2 J: I = √(2 × 0.2 / 0.1) = 2 A.",2,A
NL314,A capacitor has a capacitance of 10 µF and is charged to 100 V. What is the electric field energy (J)?,"Step 1: Identify the given values from the question: Capacitance (C) = 10 µF and Voltage (U) = 100 V.
Step 2: Convert the capacitance to standard units: C = 10 × 10^-6 F.
 Step 3: Recall the formula for the electric field energy (W_C) stored in a capacitor: W_C = 0.5 × C × U^2.
 Step 4: Substitute the given values into the formula: W_C = 0.5 × (10 × 10^-6 F) × (100 V)^2 = 0.05 J.",0.05,J
NL315,What is the shape of the graph representing the electrostatic energy as a function of capacitance C (keeping voltage U constant)?,"Step 1: Identify the formula for electrostatic energy (W_C) in terms of capacitance (C) and voltage (U).
Step 2: The formula is W_C = (1/2)CU².
Step 3: The question states that voltage (U) is kept constant.
Step 4: In the formula W = (1/2)CU², since (1/2) and U² are positive constants, the graph representing the electrostatic energy (W_C) as a function of capacitance (C) is a straight line with an upward inclination.",Upward straight line,-
NL316,What is the shape of the graph representing magnetic field energy as a function of inductance L (keeping I constant)?,"Step 1: The magnetic field energy (W_L) stored in an inductor is given by the formula W_L = (1/2) × L × I^2.
Step 2: The question asks for the shape of the graph representing magnetic field energy (W_L) as a function of inductance (L), while current (I) is kept constant.
Step 3: Since I is constant, the term (1/2) × I^2 is a constant positive value. Let this constant be 'k'.
Step 4: The relationship becomes U = k × L, which is the equation of a straight line passing through the origin with a positive slope 'k'.",Upward straight line,-
NL317,"If the current through a coil is halved, how will the magnetic field energy change?","Step 1: The magnetic field energy (W_L) stored in a coil or inductor is given by the formula W_L = (1/2) × L × I^2, where L is the inductance and I is the current flowing through it.
Step 2: Let the initial current be I_initial and the initial magnetic energy be W_L_initial. So, W_L_initial = (1/2) × L × (I_initial)^2.
Step 3: The question states that the current is halved, meaning the new current, I_new, is I_initial / 2.
Step 4: Substitute the new current into the energy formula to find the new magnetic energy, W_L_new: W_L_new = (1/2) × L × (I_new)^2 = (1/2) × L × (I_initial / 2)^2 = (1/4) × (1/2) × L × (I_initial)^2. Therefore, if the current through a coil is halved, the magnetic field energy will decrease by 4 times.",Reduced to 1/4,-
NL318,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?","Step 1: Identify that for an ideal LC circuit, the total energy (W_total) is conserved.
Step 2: State the conservation of energy principle for an LC circuit: W_total = W_C + W_L, where W_C is the electric energy and W_L is the magnetic energy.
Step 3: Use the given condition: the magnetic energy (W_L) is half of the total energy, so W_L = 0.5 × U_total.
Step 4: Substitute the condition from Step 3 into the energy conservation equation from Step 2: W_total = W_C + 0.5 × W_total. Rearrange the equation to solve for W_C: W_C = 0.5 × W_total. Therefore, when the magnetic energy is half of the total energy, the electric energy is also half of the total energy.",Half of the total energy,J
NL319,A capacitor stores 0.2 J of energy when the voltage across it is 100 V. What is its capacitance (µF)?,"Step 1: Identify the given values from the question: Energy stored (W_C) = 0.2 J and Voltage (U) = 100 V.
Step 2: Recall the formula for the energy stored in a capacitor: W_C = (1/2) × C × U^2.
Step 3: Rearrange the formula to solve for capacitance (C): C = 2W_C / U^2.
Step 4: Substitute the given values into the rearranged formula: C = (2 × 0.2 J) / (100 V)^2 = 4 × 10^-5 F = 40 µF.",40,µF
NL320,What is the SI unit of electric field energy?,"Step 1: The question asks for the SI unit of electric field energy.
Step 2: Electric field energy is a form of energy.
Step 3: The SI unit for any form of energy is the joule.
Step 4: The SI unit of electric field energy is the joule (J).",Joule,J
NL321,"HeIn an ideal LC circuit, the total energy is 0.08 J. When the electric field energy is 0.02 J, what is the magnetic field energy (J)?","Step 1: The total energy (W) in the ideal LC circuit is given as 0.08 J.
Step 2: The electric field energy (WC) at a specific moment is given as 0.02 J.
Step 3: In an ideal LC circuit, the total energy (W) is conserved and is the sum of the electric field energy (WC) stored in the capacitor and the magnetic field energy (WL) stored in the inductor.
Step 4: The relationship is expressed as: W = WC + WL. Rearrange the equation to solve for WL: WL = W - WC = 0.08 - 0.02 = 0.06 J.",0.06,J
NL322,An inductor has an inductance of 0.5 H. The current flowing through it is given by the expression I(t) = 2sin(100πt). What is the maximum magnetic field energy (J) of the inductor?,"Step 1: Identify the given inductance L = 0.5 H from the question.
Step 2: Identify the expression for the current flowing through the inductor: I(t) = 2sin(100πt)
Step 3: Determine the maximum current (I_max) from the given current expression I(t) = 2sin(100πt). The maximum value of sin(θ) is 1. Therefore, I_max = 2 A.
Step 4: Recall the formula for the energy (W) stored in an inductor: W = (1/2) × L × I². Therefore, W_max = (1/2) × L × I_max² = (1/2) × 0.5 × 2² = 1 J.",1,J
NL323,"In a parallel-plate capacitor, if the distance between the two plates is doubled and the electric charge remains constant, how will the electric field energy change?","Step 1: The electric capacitance C of an ideal parallel-plate capacitor is mathematically defined by the algebraic equation C = (epsilon_0 × A) / d, where d represents the explicit separation distance between the conductive plates.
Step 2: The instantaneous electric field energy W_C localized within the capacitor is mathematically defined by the algebraic equation W_C = 1/2 × Q^2 / C, where the explicitly specified parameter Q representing the invariant electric charge remains strictly constant.
Step 3: Doubling the defined physical parameter d to the algebraic quantity 2 × d mathematically modifies the instantaneous capacitance strictly to the composite equation C' = (epsilon_0 × A) / (2 × d), which algebraically simplifies to C' = 0.5 × C.
Step 4: Substituting the modified capacitance parameter into the defined energy relationship yields the algebraic expression W_C' = 1/2 × Q^2 / (0.5 × C), which mathematically simplifies strictly to 2 × (1/2 × Q^2 / C) = 2 × W_C. The final calculated electric field energy exactly doubles its initial magnitude.",Doubled,-
